Praznik;Mjesec;Temperatura;PotrosnjaPrije1h;PotrosnjaPrije2h;PotrosnjaPrije3h;Potrosnja
1;5;24.5;227.75;222.75;237.0;219.75
1;5;11.1;205.523148148;201.519047619;214.696682464;213.796460177
0;5;15.6;296.175609756;333.786069652;384.388127854;266.180094787
0;5;17.6;310.888412017;346.618025751;394.145299145;288.942731278
0;5;20.8;289.966942149;329.983471074;394.723577236;264.042372881
0;5;22.0;289.619834711;346.004065041;397.755102041;278.479820628
0;5;24.4;268.533039648;322.785714286;379.03125;216.103004292
1;5;18.2;187.259803922;192.620853081;211.469194313;179.942307692
1;5;20.6;168.623318386;164.799107143;169.952173913;173.389423077
0;5;19.9;331.171171171;369.395348837;476.127272727;280.230088496
0;5;24.7;331.547826087;379.592105263;457.556053812;291.057268722
0;5;22.3;320.0;372.25;430.0;270.75
0;5;24.3;320.612068966;370.398230088;435.008849558;259.308370044
0;5;27.2;389.225531915;438.309734513;526.431623932;293.276595745
1;5;15.0;167.145833333;172.399122807;206.692307692;168.755458515
1;5;21.0;165.948717949;175.132478632;192.88362069;162.886075949
0;5;24.3;315.49137931;365.622881356;456.848101266;267.725321888
0;5;23.2;380.787234043;453.812765957;526.0969163;301.939914163
